loss,mae,val_loss,val_mae
4.268099784851074,1.6990267038345337,0.617143452167511,0.5991507172584534
0.6575130224227905,0.6396908164024353,0.2262435406446457,0.3615892827510834
0.38587847352027893,0.48748716711997986,0.12890860438346863,0.2690597176551819
0.2866005301475525,0.4230201244354248,0.0940174087882042,0.22971703112125397
0.24198436737060547,0.3891259431838989,0.08248256146907806,0.21556149423122406
0.2183256447315216,0.366593599319458,0.07386451959609985,0.20627851784229279
0.18516314029693604,0.33529841899871826,0.06817679107189178,0.19692742824554443
0.1687336564064026,0.3231954276561737,0.06633075326681137,0.19984643161296844
0.15032273530960083,0.30591654777526855,0.06970550864934921,0.20992133021354675
0.1409057378768921,0.29395124316215515,0.061653219163417816,0.18712130188941956
0.12517890334129333,0.27939990162849426,0.06230218708515167,0.19144535064697266
0.12263839691877365,0.2754647433757782,0.06770063191652298,0.2069840133190155
0.11581942439079285,0.2658524811267853,0.062021855264902115,0.19309097528457642
0.11169590801000595,0.26205360889434814,0.05968273803591728,0.1869211196899414
0.10948120057582855,0.26015135645866394,0.06513261795043945,0.20393230020999908
0.10130880028009415,0.24981577694416046,0.06155340000987053,0.19410830736160278
0.09776255488395691,0.24370723962783813,0.059591904282569885,0.18698614835739136
0.09956566989421844,0.24490904808044434,0.06423897296190262,0.20208118855953217
0.0976085290312767,0.24203717708587646,0.06225445494055748,0.19628280401229858
0.09276625514030457,0.236250638961792,0.062466997653245926,0.19728538393974304
0.09118760377168655,0.23491694033145905,0.07035049051046371,0.21609358489513397
0.09011761844158173,0.23202167451381683,0.06761864572763443,0.20961976051330566
0.0873139500617981,0.2280992865562439,0.06352919340133667,0.20030565559864044
0.08599310368299484,0.225965216755867,0.06182615086436272,0.19628669321537018
0.08314663916826248,0.22238430380821228,0.06436354666948318,0.20359373092651367
0.08296497166156769,0.2219371348619461,0.06835702806711197,0.21179534494876862
0.08141115307807922,0.21973946690559387,0.06698590517044067,0.20899485051631927
0.08272656798362732,0.2209051251411438,0.06378047913312912,0.20231789350509644
0.08163882791996002,0.21969257295131683,0.06186206266283989,0.19672591984272003
0.08090193569660187,0.217330202460289,0.06126698851585388,0.19493843615055084
0.07852726429700851,0.2147153913974762,0.062215741723775864,0.19816668331623077
0.07620389014482498,0.21161678433418274,0.0619734451174736,0.19760389626026154
0.07616601139307022,0.2120230495929718,0.060735467821359634,0.19347591698169708
0.07579667121171951,0.2118809074163437,0.06407060474157333,0.20294906198978424
0.07581861317157745,0.21086502075195312,0.06050800532102585,0.19338448345661163
0.0762503519654274,0.2108784317970276,0.06321080774068832,0.20053820312023163
0.0753226950764656,0.21053431928157806,0.06602375954389572,0.20786769688129425
